================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C106
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 951
   Due Date sớm nhất: 60
   Due Date muộn nhất: 1127
   Độ rộng TW trung bình: 156.15
   Độ rộng TW median: 137.00
   Độ rộng TW min: 29
   Độ rộng TW max: 387
   Tổng khoảng thời gian: 1117

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.4058
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): -0.0697
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     45.0       68.0       10         890        989        90         18.68       
3     45.0       70.0       30         816        879        90         20.62       
4     42.0       66.0       10         55         156        90         16.12       
5     42.0       68.0       10         703        806        90         18.11       
6     42.0       65.0       10         15         60         90         15.13       
7     40.0       69.0       20         559        764        90         19.00       
8     40.0       66.0       20         172        223        90         16.00       
9     38.0       68.0       20         250        329        90         18.11       
10    38.0       70.0       10         489        650        90         20.10       
11    35.0       66.0       10         361        406        90         16.76       
12    35.0       69.0       10         450        503        90         19.65       
13    25.0       85.0       20         647        726        90         38.08       
14    22.0       75.0       30         30         95         90         30.81       
15    22.0       85.0       10         571        616        90         39.36       
16    20.0       80.0       40         392        421        90         36.06       
17    20.0       85.0       40         478        525        90         40.31       
18    18.0       75.0       20         105        142        90         33.30       
19    15.0       75.0       20         172        261        90         35.36       
20    15.0       80.0       10         274        349        90         39.05       
21    30.0       50.0       10         10         77         90         10.00       
22    30.0       52.0       20         918        961        90         10.20       
23    28.0       52.0       20         806        889        90         12.17       
24    28.0       55.0       10         739        770        90         13.00       
25    25.0       50.0       10         55         154        90         15.00       
26    25.0       52.0       40         172        221        90         15.13       
27    25.0       55.0       10         612        711        90         15.81       
28    23.0       52.0       10         264        313        90         17.12       
29    23.0       55.0       20         553        586        90         17.72       
30    20.0       50.0       10         365        398        90         20.00       
31    20.0       55.0       10         452        501        90         20.62       
32    10.0       35.0       20         204        233        90         33.54       
33    10.0       40.0       30         31         189        90         31.62       
34    8.0        40.0       40         42         203        90         33.53       
35    8.0        45.0       20         715        852        90         32.39       
36    5.0        35.0       10         251        376        90         38.08       
37    5.0        45.0       10         648        733        90         35.36       
38    2.0        40.0       20         365        452        90         39.29       
39    0.0        40.0       30         474        527        90         41.23       
40    0.0        45.0       20         541        650        90         40.31       
41    35.0       30.0       10         240        345        90         20.62       
42    35.0       32.0       10         123        278        90         18.68       
43    33.0       32.0       20         19         225        90         19.31       
44    33.0       35.0       10         16         153        90         16.55       
45    32.0       30.0       10         338        433        90         21.54       
46    30.0       30.0       10         513        628        90         22.36       
47    30.0       32.0       30         415        542        90         20.59       
48    30.0       35.0       10         872        1127       90         18.03       
49    28.0       30.0       10         599        726        90         23.32       
50    28.0       35.0       10         917        1126       90         19.21       
51    26.0       32.0       10         779        916        90         22.80       
52    25.0       30.0       10         695        816        90         25.00       
53    25.0       35.0       10         857        1024       90         21.21       
54    44.0       5.0        20         221        412        90         45.18       
55    42.0       10.0       40         96         347        90         40.05       
56    42.0       15.0       10         35         233        90         35.06       
57    40.0       5.0        30         347        474        90         45.00       
58    40.0       15.0       40         35         172        90         35.00       
59    38.0       5.0        30         403        602        90         45.04       
60    38.0       15.0       10         521        870        90         35.06       
61    35.0       5.0        20         487        704        90         45.28       
62    50.0       30.0       10         422        719        90         22.36       
63    50.0       35.0       20         217        362        90         18.03       
64    50.0       40.0       50         142        247        90         14.14       
65    48.0       30.0       10         567        758        90         21.54       
66    48.0       40.0       10         34         171        90         12.81       
67    47.0       35.0       10         794        907        90         16.55       
68    47.0       40.0       10         12         226        90         12.21       
69    45.0       30.0       10         716        795        90         20.62       
70    45.0       35.0       10         873        1012       90         15.81       
71    95.0       30.0       30         266        577        90         58.52       
72    95.0       35.0       20         181        472        90         57.01       
73    53.0       30.0       10         402        553        90         23.85       
74    92.0       30.0       10         345        684        90         55.71       
75    53.0       35.0       50         294        471        90         19.85       
76    45.0       65.0       20         951        1114       90         15.81       
77    90.0       35.0       10         153        310        90         52.20       
78    88.0       30.0       10         450        767        90         52.00       
79    88.0       35.0       20         50         237        90         50.29       
80    87.0       30.0       10         567        832        90         51.08       
81    85.0       25.0       10         713        876        90         51.48       
82    85.0       35.0       30         47         331        90         47.43       
83    75.0       55.0       20         311        478        90         35.36       
84    72.0       55.0       10         127        476        90         32.39       
