================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC203
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 0
   Ready Time muộn nhất: 822
   Due Date sớm nhất: 131
   Due Date muộn nhất: 945
   Độ rộng TW trung bình: 517.50
   Độ rộng TW median: 505.50
   Độ rộng TW min: 120
   Độ rộng TW max: 945
   Tổng khoảng thời gian: 945

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0832
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): -0.1340
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     25.0       85.0       20         0          911        10         38.08       
3     22.0       75.0       30         0          919        10         30.81       
4     22.0       85.0       10         0          910        10         39.36       
5     20.0       80.0       40         644        764        10         36.06       
6     20.0       85.0       20         0          909        10         40.31       
7     18.0       75.0       20         388        508        10         33.30       
8     15.0       75.0       20         0          914        10         35.36       
9     15.0       80.0       10         367        487        10         39.05       
10    10.0       35.0       20         371        491        10         33.54       
11    10.0       40.0       30         519        639        10         31.62       
12    8.0        40.0       40         195        315        10         33.53       
13    8.0        45.0       20         0          917        10         32.39       
14    5.0        35.0       10         653        773        10         38.08       
15    5.0        45.0       10         0          914        10         35.36       
16    2.0        40.0       20         174        294        10         39.29       
17    0.0        40.0       20         0          908        10         41.23       
18    0.0        45.0       20         703        823        10         40.31       
19    44.0       5.0        20         0          904        10         45.18       
20    42.0       10.0       40         0          909        10         40.05       
21    42.0       15.0       10         0          914        10         35.06       
22    40.0       5.0        10         0          905        10         45.00       
23    40.0       15.0       40         375        495        10         35.00       
24    38.0       5.0        30         201        321        10         45.04       
25    38.0       15.0       10         0          914        10         35.06       
26    35.0       5.0        20         784        904        10         45.28       
27    95.0       30.0       30         0          891        10         58.52       
28    95.0       35.0       20         146        266        10         57.01       
29    92.0       30.0       10         0          894        10         55.71       
30    90.0       35.0       10         0          897        10         52.20       
31    88.0       30.0       10         246        366        10         52.00       
32    88.0       35.0       20         0          899        10         50.29       
33    87.0       30.0       10         0          898        10         51.08       
34    85.0       25.0       10         80         200        10         51.48       
35    85.0       35.0       30         0          902        10         47.43       
36    67.0       85.0       20         657        777        10         44.20       
37    65.0       85.0       40         43         163        10         43.01       
38    65.0       82.0       10         0          909        10         40.61       
39    62.0       80.0       30         278        398        10         37.20       
40    60.0       80.0       10         64         184        10         36.06       
41    60.0       85.0       30         329        449        10         40.31       
42    58.0       75.0       20         376        496        10         30.81       
43    55.0       80.0       10         33         153        10         33.54       
44    55.0       85.0       20         0          911        10         38.08       
45    55.0       82.0       10         217        337        10         35.34       
46    20.0       82.0       10         37         157        10         37.74       
47    18.0       80.0       10         0          912        10         37.20       
48    2.0        45.0       10         0          911        10         38.33       
49    42.0       5.0        10         0          904        10         45.04       
50    42.0       12.0       10         440        560        10         38.05       
51    72.0       35.0       30         0          914        10         35.34       
52    55.0       20.0       19         0          916        10         33.54       
53    25.0       30.0       3          0          925        10         25.00       
54    20.0       50.0       5          375        495        10         20.00       
55    55.0       60.0       16         0          931        10         18.03       
56    30.0       60.0       16         599        719        10         14.14       
57    50.0       35.0       19         557        677        10         18.03       
58    30.0       25.0       23         0          923        10         26.93       
59    15.0       10.0       20         782        902        10         47.17       
60    10.0       20.0       19         0          907        10         42.43       
61    15.0       60.0       17         0          923        10         26.93       
62    45.0       65.0       9          0          934        10         15.81       
63    65.0       35.0       3          167        287        10         29.15       
64    65.0       20.0       6          0          910        10         39.05       
65    45.0       30.0       17         191        311        10         20.62       
66    35.0       40.0       16         11         131        10         11.18       
67    41.0       37.0       16         566        686        10         13.04       
68    64.0       42.0       9          268        388        10         25.30       
69    40.0       60.0       21         612        732        10         10.00       
70    31.0       52.0       27         157        277        10         9.22        
71    35.0       69.0       23         810        930        10         19.65       
72    65.0       55.0       14         0          924        10         25.50       
73    63.0       65.0       8          0          922        10         27.46       
74    2.0        60.0       5          0          910        10         39.29       
75    20.0       20.0       8          645        765        10         36.06       
