================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C207
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 2976
   Due Date sớm nhất: 208
   Due Date muộn nhất: 3288
   Độ rộng TW trung bình: 612.32
   Độ rộng TW median: 577.00
   Độ rộng TW min: 177
   Độ rộng TW max: 1253
   Tổng khoảng thời gian: 3280

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): -0.0212
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): -0.0072
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     52.0       75.0       10         302        479        90         27.73       
3     45.0       70.0       30         157        428        90         20.62       
4     62.0       69.0       10         1138       1355       90         29.07       
5     60.0       66.0       10         1247       1434       90         25.61       
6     42.0       65.0       10         15         208        90         15.13       
7     16.0       42.0       20         209        944        90         25.30       
8     58.0       70.0       20         1059       1246       90         26.91       
9     34.0       60.0       20         2035       3288       90         11.66       
10    28.0       70.0       10         2090       3271       90         23.32       
11    35.0       66.0       10         2311       3283       90         16.76       
12    35.0       69.0       10         2428       3127       90         19.65       
13    25.0       85.0       20         1772       2625       90         38.08       
14    22.0       75.0       30         2135       2834       90         30.81       
15    22.0       85.0       10         1586       2625       90         39.36       
16    20.0       80.0       40         1858       2733       90         36.06       
17    20.0       85.0       40         1512       2515       90         40.31       
18    18.0       75.0       20         1895       2886       90         33.30       
19    15.0       75.0       20         1299       2344       90         35.36       
20    15.0       80.0       10         1461       2372       90         39.05       
21    30.0       50.0       10         10         963        90         10.00       
22    30.0       56.0       20         2062       3288       90         11.66       
23    28.0       52.0       20         12         752        90         12.17       
24    14.0       66.0       10         1316       2129       90         30.53       
25    25.0       50.0       10         15         532        90         15.00       
26    22.0       66.0       40         2177       2990       90         24.08       
27    8.0        62.0       10         1036       2213       90         34.18       
28    23.0       52.0       10         17         602        90         17.12       
29    4.0        55.0       20         1010       2043       90         36.35       
30    20.0       50.0       10         20         948        90         20.00       
31    20.0       55.0       10         63         702        90         20.62       
32    10.0       35.0       20         309        1412       90         33.54       
33    10.0       40.0       30         336        1009       90         31.62       
34    8.0        40.0       40         234        1295       90         33.53       
35    8.0        45.0       20         954        1897       90         32.39       
36    5.0        35.0       10         377        1534       90         38.08       
37    5.0        45.0       10         819        1846       90         35.36       
38    2.0        40.0       20         494        1607       90         39.29       
39    0.0        40.0       30         637        1648       90         41.23       
40    0.0        45.0       20         834        1641       90         40.31       
