================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C208
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 2648
   Due Date sớm nhất: 648
   Due Date muộn nhất: 3288
   Độ rộng TW trung bình: 640.00
   Độ rộng TW median: 640.00
   Độ rộng TW min: 640
   Độ rộng TW max: 640
   Tổng khoảng thời gian: 3280

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     52.0       75.0       10         71         711        90         27.73       
3     45.0       70.0       30         20         660        90         20.62       
4     62.0       69.0       10         927        1567       90         29.07       
5     60.0       66.0       10         1021       1661       90         25.61       
6     42.0       65.0       10         15         655        90         15.13       
7     16.0       42.0       20         257        897        90         25.30       
8     58.0       70.0       20         833        1473       90         26.91       
9     34.0       60.0       20         2647       3287       90         11.66       
10    28.0       70.0       10         2361       3001       90         23.32       
11    35.0       66.0       10         2551       3191       90         16.76       
12    35.0       69.0       10         2458       3098       90         19.65       
13    25.0       85.0       20         1879       2519       90         38.08       
14    22.0       75.0       30         2165       2805       90         30.81       
15    22.0       85.0       10         1786       2426       90         39.36       
16    20.0       80.0       40         1976       2616       90         36.06       
17    20.0       85.0       40         1694       2334       90         40.31       
18    18.0       75.0       20         2071       2711       90         33.30       
19    15.0       75.0       20         1502       2142       90         35.36       
20    15.0       80.0       10         1597       2237       90         39.05       
21    30.0       50.0       10         10         650        90         10.00       
22    30.0       56.0       20         2648       3288       90         11.66       
23    28.0       52.0       20         12         652        90         12.17       
24    14.0       66.0       10         1403       2043       90         30.53       
25    25.0       50.0       10         15         655        90         15.00       
26    22.0       66.0       40         2264       2904       90         24.08       
27    8.0        62.0       10         1305       1945       90         34.18       
28    23.0       52.0       10         17         657        90         17.12       
29    4.0        55.0       20         1207       1847       90         36.35       
30    20.0       50.0       10         158        798        90         20.00       
31    20.0       55.0       10         63         703        90         20.62       
32    10.0       35.0       20         541        1181       90         33.54       
33    10.0       40.0       30         353        993        90         31.62       
34    8.0        40.0       40         445        1085       90         33.53       
35    8.0        45.0       20         1106       1746       90         32.39       
36    5.0        35.0       10         636        1276       90         38.08       
37    5.0        45.0       10         1013       1653       90         35.36       
38    2.0        40.0       20         731        1371       90         39.29       
39    0.0        40.0       30         823        1463       90         41.23       
40    0.0        45.0       20         918        1558       90         40.31       
41    36.0       18.0       10         1579       2219       90         32.25       
42    35.0       32.0       10         2518       3158       90         18.68       
43    33.0       32.0       20         2426       3066       90         19.31       
44    33.0       35.0       10         2333       2973       90         16.55       
45    32.0       20.0       10         1673       2313       90         31.05       
46    30.0       30.0       10         1865       2505       90         22.36       
47    34.0       25.0       30         1769       2409       90         25.71       
48    30.0       35.0       10         2240       2880       90         18.03       
49    36.0       40.0       10         2616       3256       90         10.77       
50    48.0       20.0       10         727        1367       90         31.05       
51    26.0       32.0       10         2052       2692       90         22.80       
52    25.0       30.0       10         1960       2600       90         25.00       
53    25.0       35.0       10         2145       2785       90         21.21       
54    44.0       5.0        20         1016       1656       90         45.18       
55    42.0       10.0       40         920        1560       90         40.05       
56    42.0       15.0       10         825        1465       90         35.06       
57    40.0       5.0        30         1110       1750       90         45.00       
58    38.0       15.0       40         1485       2125       90         35.06       
59    38.0       5.0        30         1202       1842       90         45.04       
60    38.0       10.0       10         1390       2030       90         40.05       
61    35.0       5.0        20         1295       1935       90         45.28       
62    50.0       30.0       10         161        801        90         22.36       
63    50.0       35.0       20         18         658        90         18.03       
64    50.0       40.0       50         14         654        90         14.14       
65    48.0       30.0       10         253        893        90         21.54       
66    44.0       25.0       10         631        1271       90         25.32       
67    47.0       35.0       10         348        988        90         16.55       
68    47.0       40.0       10         12         652        90         12.21       
69    42.0       30.0       10         536        1176       90         20.10       
70    45.0       35.0       10         440        1080       90         15.81       
71    95.0       30.0       30         2081       2721       90         58.52       
72    95.0       35.0       20         1986       2626       90         57.01       
73    53.0       30.0       10         68         708        90         23.85       
74    92.0       30.0       10         2174       2814       90         55.71       
75    53.0       35.0       50         19         659        90         19.85       
76    45.0       65.0       20         15         655        90         15.81       
77    90.0       35.0       10         1891       2531       90         52.20       
78    72.0       45.0       10         2627       3267       90         32.39       
79    78.0       40.0       20         2562       3202       90         39.29       
80    87.0       30.0       10         2368       3008       90         51.08       
81    85.0       25.0       10         2273       2913       90         51.48       
82    85.0       35.0       30         2463       3103       90         47.43       
83    75.0       55.0       20         1685       2325       90         35.36       
84    72.0       55.0       10         1592       2232       90         32.39       
85    70.0       58.0       20         1401       2041       90         31.05       
86    86.0       46.0       30         1789       2429       90         46.17       
