================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C105
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 982
   Due Date sớm nhất: 120
   Due Date muộn nhất: 1127
   Độ rộng TW trung bình: 121.61
   Độ rộng TW median: 123.00
   Độ rộng TW min: 75
   Độ rộng TW max: 177
   Tổng khoảng thời gian: 1117

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0625
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): -0.1578
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     45.0       68.0       10         885        994        90         18.68       
3     45.0       70.0       30         802        893        90         20.62       
4     42.0       66.0       10         25         186        90         16.12       
5     42.0       68.0       10         699        810        90         18.11       
6     42.0       65.0       10         15         120        90         15.13       
7     40.0       69.0       20         580        743        90         19.00       
8     40.0       66.0       20         142        253        90         16.00       
9     38.0       68.0       20         220        359        90         18.11       
10    38.0       70.0       10         499        640        90         20.10       
11    35.0       66.0       10         331        436        90         16.76       
12    35.0       69.0       10         420        533        90         19.65       
13    25.0       85.0       20         617        756        90         38.08       
14    22.0       75.0       30         30         155        90         30.81       
15    22.0       85.0       10         541        646        90         39.36       
16    20.0       80.0       40         362        451        90         36.06       
17    20.0       85.0       40         448        555        90         40.31       
18    18.0       75.0       20         75         172        90         33.30       
19    15.0       75.0       20         142        291        90         35.36       
20    15.0       80.0       10         244        379        90         39.05       
21    30.0       50.0       10         10         137        90         10.00       
22    30.0       52.0       20         888        991        90         10.20       
23    28.0       52.0       20         776        919        90         12.17       
24    28.0       55.0       10         709        800        90         13.00       
25    25.0       50.0       10         25         184        90         15.00       
26    25.0       52.0       40         142        251        90         15.13       
27    25.0       55.0       10         582        741        90         15.81       
28    23.0       52.0       10         234        343        90         17.12       
29    23.0       55.0       20         523        616        90         17.72       
30    20.0       50.0       10         335        428        90         20.00       
31    20.0       55.0       10         422        531        90         20.62       
32    10.0       35.0       20         181        256        90         33.54       
33    10.0       40.0       30         31         170        90         31.62       
34    8.0        40.0       40         52         193        90         33.53       
35    8.0        45.0       20         719        848        90         32.39       
36    5.0        35.0       10         252        375        90         38.08       
37    5.0        45.0       10         639        742        90         35.36       
38    2.0        40.0       20         357        460        90         39.29       
39    0.0        40.0       30         457        544        90         41.23       
40    0.0        45.0       20         538        653        90         40.31       
41    35.0       30.0       10         236        349        90         20.62       
42    35.0       32.0       10         132        269        90         18.68       
