================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C109
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 770
   Due Date sớm nhất: 370
   Due Date muộn nhất: 1130
   Độ rộng TW trung bình: 360.00
   Độ rộng TW median: 360.00
   Độ rộng TW min: 360
   Độ rộng TW max: 360
   Tổng khoảng thời gian: 1120

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     45.0       68.0       10         760        1120       90         18.68       
3     45.0       70.0       30         668        1028       90         20.62       
4     42.0       66.0       10         16         376        90         16.12       
5     42.0       68.0       10         575        935        90         18.11       
6     42.0       65.0       10         15         375        90         15.13       
7     40.0       69.0       20         482        842        90         19.00       
8     40.0       66.0       20         18         378        90         16.00       
9     38.0       68.0       20         110        470        90         18.11       
10    38.0       70.0       10         390        750        90         20.10       
11    35.0       66.0       10         204        564        90         16.76       
12    35.0       69.0       10         297        657        90         19.65       
13    25.0       85.0       20         507        867        90         38.08       
14    22.0       75.0       30         30         390        90         30.81       
15    22.0       85.0       10         414        774        90         39.36       
16    20.0       80.0       40         227        587        90         36.06       
17    20.0       85.0       40         322        682        90         40.31       
18    18.0       75.0       20         33         393        90         33.30       
19    15.0       75.0       20         37         397        90         35.36       
20    15.0       80.0       10         132        492        90         39.05       
21    30.0       50.0       10         10         370        90         10.00       
22    30.0       52.0       20         760        1120       90         10.20       
23    28.0       52.0       20         668        1028       90         12.17       
24    28.0       55.0       10         575        935        90         13.00       
25    25.0       50.0       10         15         375        90         15.00       
26    25.0       52.0       40         17         377        90         15.13       
27    25.0       55.0       10         482        842        90         15.81       
28    23.0       52.0       10         109        469        90         17.12       
29    23.0       55.0       20         390        750        90         17.72       
30    20.0       50.0       10         202        562        90         20.00       
31    20.0       55.0       10         297        657        90         20.62       
32    10.0       35.0       20         39         399        90         33.54       
33    10.0       40.0       30         31         391        90         31.62       
34    8.0        40.0       40         33         393        90         33.53       
35    8.0        45.0       20         604        964        90         32.39       
36    5.0        35.0       10         134        494        90         38.08       
37    5.0        45.0       10         511        871        90         35.36       
38    2.0        40.0       20         229        589        90         39.29       
39    0.0        40.0       30         321        681        90         41.23       
40    0.0        45.0       20         416        776        90         40.31       
41    35.0       30.0       10         113        473        90         20.62       
42    35.0       32.0       10         21         381        90         18.68       
43    33.0       32.0       20         19         379        90         19.31       
44    33.0       35.0       10         16         376        90         16.55       
45    32.0       30.0       10         206        566        90         21.54       
46    30.0       30.0       10         391        751        90         22.36       
47    30.0       32.0       30         299        659        90         20.59       
48    30.0       35.0       10         767        1127       90         18.03       
49    28.0       30.0       10         483        843        90         23.32       
50    28.0       35.0       10         766        1126       90         19.21       
51    26.0       32.0       10         668        1028       90         22.80       
52    25.0       30.0       10         576        936        90         25.00       
53    25.0       35.0       10         761        1121       90         21.21       
54    44.0       5.0        20         137        497        90         45.18       
55    42.0       10.0       40         42         402        90         40.05       
56    42.0       15.0       10         35         395        90         35.06       
57    40.0       5.0        30         231        591        90         45.00       
58    40.0       15.0       40         35         395        90         35.00       
59    38.0       5.0        30         323        683        90         45.04       
60    38.0       15.0       10         516        876        90         35.06       
61    35.0       5.0        20         416        776        90         45.28       
62    50.0       30.0       10         391        751        90         22.36       
63    50.0       35.0       20         110        470        90         18.03       
64    50.0       40.0       50         15         375        90         14.14       
65    48.0       30.0       10         483        843        90         21.54       
66    48.0       40.0       10         12         372        90         12.81       
67    47.0       35.0       10         671        1031       90         16.55       
68    47.0       40.0       10         12         372        90         12.21       
69    45.0       30.0       10         576        936        90         20.62       
70    45.0       35.0       10         763        1123       90         15.81       
71    95.0       30.0       30         242        602        90         58.52       
72    95.0       35.0       20         147        507        90         57.01       
73    53.0       30.0       10         298        658        90         23.85       
74    92.0       30.0       10         335        695        90         55.71       
75    53.0       35.0       50         203        563        90         19.85       
76    45.0       65.0       20         770        1130       90         15.81       
77    90.0       35.0       10         52         412        90         52.20       
78    88.0       30.0       10         429        789        90         52.00       
79    88.0       35.0       20         50         410        90         50.29       
80    87.0       30.0       10         520        880        90         51.08       
81    85.0       25.0       10         615        975        90         51.48       
82    85.0       35.0       30         47         407        90         47.43       
83    75.0       55.0       20         215        575        90         35.36       
84    72.0       55.0       10         122        482        90         32.39       
85    70.0       58.0       20         311        671        90         31.05       
86    68.0       60.0       30         404        764        90         29.73       
87    66.0       55.0       10         26         386        90         26.48       
88    65.0       55.0       20         25         385        90         25.50       
89    65.0       60.0       30         497        857        90         26.93       
90    63.0       58.0       10         590        950        90         24.35       
91    60.0       55.0       10         20         380        90         20.62       
92    60.0       60.0       10         683        1043       90         22.36       
93    67.0       85.0       20         225        585        90         44.20       
94    65.0       85.0       40         317        677        90         43.01       
95    65.0       82.0       10         131        491        90         40.61       
96    62.0       80.0       30         38         398        90         37.20       
97    60.0       80.0       10         36         396        90         36.06       
98    60.0       85.0       30         412        772        90         40.31       
99    58.0       75.0       20         30         390        90         30.81       
100   55.0       80.0       10         602        962        90         33.54       
101   55.0       85.0       20         507        867        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
