================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC206
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 11
   Ready Time muộn nhất: 702
   Due Date sớm nhất: 251
   Due Date muộn nhất: 942
   Độ rộng TW trung bình: 240.00
   Độ rộng TW median: 240.00
   Độ rộng TW min: 240
   Độ rộng TW max: 240
   Tổng khoảng thời gian: 931

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     25.0       85.0       20         613        853        10         38.08       
3     22.0       75.0       30         92         332        10         30.81       
4     22.0       85.0       10         411        651        10         39.36       
5     20.0       80.0       40         584        824        10         36.06       
6     20.0       85.0       20         40         280        10         40.31       
7     18.0       75.0       20         328        568        10         33.30       
8     15.0       75.0       20         240        480        10         35.36       
9     15.0       80.0       10         307        547        10         39.05       
10    10.0       35.0       20         311        551        10         33.54       
11    10.0       40.0       30         459        699        10         31.62       
12    8.0        40.0       40         135        375        10         33.53       
13    8.0        45.0       20         163        403        10         32.39       
14    5.0        35.0       10         593        833        10         38.08       
15    5.0        45.0       10         35         275        10         35.36       
16    2.0        40.0       20         114        354        10         39.29       
17    0.0        40.0       20         195        435        10         41.23       
18    0.0        45.0       20         643        883        10         40.31       
19    44.0       5.0        20         275        515        10         45.18       
20    42.0       10.0       40         194        434        10         40.05       
21    42.0       15.0       10         477        717        10         35.06       
22    40.0       5.0        10         155        395        10         45.00       
23    40.0       15.0       40         315        555        10         35.00       
24    38.0       5.0        30         141        381        10         45.04       
25    38.0       15.0       10         621        861        10         35.06       
26    35.0       5.0        20         664        904        10         45.28       
27    95.0       30.0       30         469        709        10         58.52       
28    95.0       35.0       20         86         326        10         57.01       
29    92.0       30.0       10         89         329        10         55.71       
30    90.0       35.0       10         134        374        10         52.20       
31    88.0       30.0       10         186        426        10         52.00       
32    88.0       35.0       20         105        345        10         50.29       
33    87.0       30.0       10         561        801        10         51.08       
34    85.0       25.0       10         51         291        10         51.48       
35    85.0       35.0       30         427        667        10         47.43       
36    67.0       85.0       20         597        837        10         44.20       
37    65.0       85.0       40         43         283        10         43.01       
38    65.0       82.0       10         497        737        10         40.61       
39    62.0       80.0       30         218        458        10         37.20       
40    60.0       80.0       10         36         276        10         36.06       
41    60.0       85.0       30         269        509        10         40.31       
42    58.0       75.0       20         316        556        10         30.81       
43    55.0       80.0       10         33         273        10         33.54       
44    55.0       85.0       20         514        754        10         38.08       
45    55.0       82.0       10         157        397        10         35.34       
46    20.0       82.0       10         37         277        10         37.74       
47    18.0       80.0       10         429        669        10         37.20       
48    2.0        45.0       10         45         285        10         38.33       
49    42.0       5.0        10         664        904        10         45.04       
50    42.0       12.0       10         380        620        10         38.05       
51    72.0       35.0       30         447        687        10         35.34       
52    55.0       20.0       19         266        506        10         33.54       
53    25.0       30.0       3          115        355        10         25.00       
54    20.0       50.0       5          315        555        10         20.00       
55    55.0       60.0       16         541        781        10         18.03       
56    30.0       60.0       16         539        779        10         14.14       
57    50.0       35.0       19         497        737        10         18.03       
58    30.0       25.0       23         337        577        10         26.93       
59    15.0       10.0       20         662        902        10         47.17       
60    10.0       20.0       19         42         282        10         42.43       
61    15.0       60.0       17         634        874        10         26.93       
62    45.0       65.0       9          198        438        10         15.81       
63    65.0       35.0       3          107        347        10         29.15       
64    65.0       20.0       6          39         279        10         39.05       
65    45.0       30.0       17         131        371        10         20.62       
66    35.0       40.0       16         11         251        10         11.18       
67    41.0       37.0       16         506        746        10         13.04       
68    64.0       42.0       9          208        448        10         25.30       
69    40.0       60.0       21         552        792        10         10.00       
70    31.0       52.0       27         97         337        10         9.22        
71    35.0       69.0       23         690        930        10         19.65       
72    65.0       55.0       14         181        421        10         25.50       
73    63.0       65.0       8          27         267        10         27.46       
74    2.0        60.0       5          226        466        10         39.29       
75    20.0       20.0       8          585        825        10         36.06       
76    5.0        5.0        16         172        412        10         57.01       
77    60.0       12.0       31         208        448        10         42.94       
