================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC105
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 11
   Ready Time muộn nhất: 200
   Due Date sớm nhất: 25
   Due Date muộn nhất: 222
   Độ rộng TW trung bình: 54.33
   Độ rộng TW median: 39.50
   Độ rộng TW min: 10
   Độ rộng TW max: 120
   Tổng khoảng thời gian: 211

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0644
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): -0.1108
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     25.0       85.0       20         71         191        10         38.08       
3     22.0       75.0       30         30         150        10         30.81       
4     22.0       85.0       10         64         184        10         39.36       
5     20.0       80.0       40         151        161        10         36.06       
6     20.0       85.0       20         40         160        10         40.31       
7     18.0       75.0       20         96         123        10         33.30       
8     15.0       75.0       20         35         155        10         35.36       
9     15.0       80.0       10         101        111        10         39.05       
10    10.0       35.0       20         101        111        10         33.54       
11    10.0       40.0       30         123        144        10         31.62       
12    8.0        40.0       40         69         79         10         33.53       
13    8.0        45.0       20         32         152        10         32.39       
14    5.0        35.0       10         152        162        10         38.08       
15    5.0        45.0       10         35         117        10         35.36       
16    2.0        40.0       20         68         78         10         39.29       
17    0.0        40.0       20         59         114        10         41.23       
18    0.0        45.0       20         147        180        10         40.31       
19    44.0       5.0        20         79         124        10         45.18       
20    42.0       10.0       40         58         115        10         40.05       
21    42.0       15.0       10         111        162        10         35.06       
22    40.0       5.0        10         45         165        10         45.00       
23    40.0       15.0       40         94         119        10         35.00       
24    38.0       5.0        30         75         85         10         45.04       
25    38.0       15.0       10         128        194        10         35.06       
26    35.0       5.0        20         171        181        10         45.28       
27    95.0       30.0       30         58         171        10         58.52       
28    95.0       35.0       20         60         93         10         57.01       
29    92.0       30.0       10         55         120        10         55.71       
30    90.0       35.0       10         52         112        10         52.20       
31    88.0       30.0       10         75         102        10         52.00       
32    88.0       35.0       20         50         170        10         50.29       
33    87.0       30.0       10         116        175        10         51.08       
34    85.0       25.0       10         51         85         10         51.48       
35    85.0       35.0       30         62         182        10         47.43       
36    67.0       85.0       20         138        169        10         44.20       
37    65.0       85.0       40         43         78         10         43.01       
38    65.0       82.0       10         69         189        10         40.61       
39    62.0       80.0       30         85         95         10         37.20       
40    60.0       80.0       10         36         74         10         36.06       
41    60.0       85.0       30         87         112        10         40.31       
42    58.0       75.0       20         92         121        10         30.81       
