================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: R201
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (35.0, 35.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1458
   Nhu cầu trung bình: 14.58
   Nhu cầu median: 13.00
   Nhu cầu min: 1
   Nhu cầu max: 41
   Độ lệch chuẩn: 8.87

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 17
   Ready Time muộn nhất: 849
   Due Date sớm nhất: 172
   Due Date muộn nhất: 980
   Độ rộng TW trung bình: 115.96
   Độ rộng TW median: 117.00
   Độ rộng TW min: 27
   Độ rộng TW max: 212
   Tổng khoảng thời gian: 963

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 2.0 - 67.0
   Phạm vi tọa độ Y: 3.0 - 77.0
   Khoảng cách trung bình từ kho: 24.95
   Khoảng cách median từ kho: 24.88
   Khoảng cách min từ kho: 4.47
   Khoảng cách max từ kho: 49.93

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0069
   Tương quan (Khoảng cách - Nhu cầu): 0.0642
   Tương quan (Độ rộng TW - Nhu cầu): -0.0336
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     41.0       49.0       10         707        848        10         15.23       
3     35.0       17.0       7          143        282        10         18.00       
4     55.0       45.0       13         527        584        10         22.36       
5     55.0       20.0       19         678        801        10         25.00       
6     15.0       30.0       26         34         209        10         20.62       
7     25.0       30.0       3          415        514        10         11.18       
8     20.0       50.0       5          331        410        10         21.21       
9     10.0       43.0       9          404        481        10         26.25       
10    55.0       60.0       16         400        497        10         32.02       
11    30.0       60.0       16         577        632        10         25.50       
12    20.0       65.0       12         206        325        10         33.54       
13    50.0       35.0       19         228        345        10         15.00       
14    30.0       25.0       23         690        827        10         11.18       
15    15.0       10.0       20         32         243        10         32.02       
16    30.0       5.0        8          175        300        10         30.41       
17    10.0       20.0       19         272        373        10         29.15       
18    5.0        30.0       2          733        870        10         30.41       
19    20.0       40.0       12         377        434        10         15.81       
20    15.0       60.0       17         269        378        10         32.02       
21    45.0       65.0       9          581        666        10         31.62       
22    45.0       20.0       11         214        331        10         18.03       
23    45.0       10.0       18         409        494        10         26.93       
24    55.0       5.0        29         206        325        10         36.06       
25    65.0       35.0       3          704        847        10         30.00       
26    65.0       20.0       6          817        956        10         33.54       
27    45.0       30.0       17         588        667        10         11.18       
28    35.0       40.0       16         104        255        10         5.00        
29    41.0       37.0       16         114        255        10         6.32        
30    64.0       42.0       9          190        313        10         29.83       
31    40.0       60.0       21         259        354        10         25.50       
32    31.0       52.0       27         152        275        10         17.46       
33    35.0       69.0       23         660        777        10         34.00       
34    53.0       52.0       11         45         200        10         24.76       
35    65.0       55.0       14         529        614        10         36.06       
36    63.0       65.0       8          686        813        10         41.04       
37    2.0        60.0       5          41         208        10         41.40       
38    20.0       20.0       8          606        693        10         21.21       
39    5.0        5.0        16         302        405        10         42.43       
40    60.0       12.0       31         33         224        10         33.97       
41    40.0       25.0       9          360        437        10         11.18       
42    42.0       7.0        5          396        511        10         28.86       
43    24.0       12.0       5          25         172        10         25.50       
44    23.0       3.0        7          620        705        10         34.18       
45    11.0       14.0       18         233        340        10         31.89       
46    6.0        38.0       16         29         189        10         29.15       
47    2.0        48.0       1          515        628        10         35.47       
48    8.0        56.0       27         85         250        10         34.21       
49    13.0       52.0       36         773        906        10         27.80       
