================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C107
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 947
   Due Date sớm nhất: 190
   Due Date muộn nhất: 1127
   Độ rộng TW trung bình: 180.00
   Độ rộng TW median: 180.00
   Độ rộng TW min: 180
   Độ rộng TW max: 180
   Tổng khoảng thời gian: 1117

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     45.0       68.0       10         850        1030       90         18.68       
3     45.0       70.0       30         758        938        90         20.62       
4     42.0       66.0       10         16         196        90         16.12       
5     42.0       68.0       10         665        845        90         18.11       
6     42.0       65.0       10         15         195        90         15.13       
7     40.0       69.0       20         572        752        90         19.00       
8     40.0       66.0       20         108        288        90         16.00       
9     38.0       68.0       20         200        380        90         18.11       
10    38.0       70.0       10         480        660        90         20.10       
11    35.0       66.0       10         294        474        90         16.76       
12    35.0       69.0       10         387        567        90         19.65       
13    25.0       85.0       20         597        777        90         38.08       
14    22.0       75.0       30         30         210        90         30.81       
15    22.0       85.0       10         504        684        90         39.36       
16    20.0       80.0       40         317        497        90         36.06       
17    20.0       85.0       40         412        592        90         40.31       
18    18.0       75.0       20         34         214        90         33.30       
19    15.0       75.0       20         127        307        90         35.36       
20    15.0       80.0       10         222        402        90         39.05       
21    30.0       50.0       10         10         190        90         10.00       
22    30.0       52.0       20         850        1030       90         10.20       
23    28.0       52.0       20         758        938        90         12.17       
24    28.0       55.0       10         665        845        90         13.00       
25    25.0       50.0       10         15         195        90         15.00       
26    25.0       52.0       40         107        287        90         15.13       
27    25.0       55.0       10         572        752        90         15.81       
28    23.0       52.0       10         199        379        90         17.12       
29    23.0       55.0       20         480        660        90         17.72       
30    20.0       50.0       10         292        472        90         20.00       
31    20.0       55.0       10         387        567        90         20.62       
32    10.0       35.0       20         129        309        90         33.54       
33    10.0       40.0       30         31         211        90         31.62       
34    8.0        40.0       40         33         213        90         33.53       
35    8.0        45.0       20         694        874        90         32.39       
36    5.0        35.0       10         224        404        90         38.08       
37    5.0        45.0       10         601        781        90         35.36       
38    2.0        40.0       20         319        499        90         39.29       
39    0.0        40.0       30         411        591        90         41.23       
40    0.0        45.0       20         506        686        90         40.31       
41    35.0       30.0       10         203        383        90         20.62       
42    35.0       32.0       10         111        291        90         18.68       
43    33.0       32.0       20         19         199        90         19.31       
44    33.0       35.0       10         16         196        90         16.55       
45    32.0       30.0       10         296        476        90         21.54       
46    30.0       30.0       10         481        661        90         22.36       
47    30.0       32.0       30         389        569        90         20.59       
48    30.0       35.0       10         947        1127       90         18.03       
49    28.0       30.0       10         573        753        90         23.32       
50    28.0       35.0       10         944        1124       90         19.21       
51    26.0       32.0       10         758        938        90         22.80       
52    25.0       30.0       10         666        846        90         25.00       
53    25.0       35.0       10         851        1031       90         21.21       
54    44.0       5.0        20         227        407        90         45.18       
55    42.0       10.0       40         132        312        90         40.05       
56    42.0       15.0       10         37         217        90         35.06       
57    40.0       5.0        30         321        501        90         45.00       
58    40.0       15.0       40         35         215        90         35.00       
59    38.0       5.0        30         413        593        90         45.04       
60    38.0       15.0       10         606        786        90         35.06       
61    35.0       5.0        20         506        686        90         45.28       
62    50.0       30.0       10         481        661        90         22.36       
63    50.0       35.0       20         200        380        90         18.03       
64    50.0       40.0       50         105        285        90         14.14       
65    48.0       30.0       10         573        753        90         21.54       
66    48.0       40.0       10         13         193        90         12.81       
67    47.0       35.0       10         761        941        90         16.55       
68    47.0       40.0       10         12         192        90         12.21       
69    45.0       30.0       10         666        846        90         20.62       
70    45.0       35.0       10         853        1033       90         15.81       
71    95.0       30.0       30         332        512        90         58.52       
72    95.0       35.0       20         237        417        90         57.01       
73    53.0       30.0       10         388        568        90         23.85       
74    92.0       30.0       10         425        605        90         55.71       
75    53.0       35.0       50         293        473        90         19.85       
76    45.0       65.0       20         943        1123       90         15.81       
77    90.0       35.0       10         142        322        90         52.20       
78    88.0       30.0       10         519        699        90         52.00       
79    88.0       35.0       20         50         230        90         50.29       
80    87.0       30.0       10         610        790        90         51.08       
81    85.0       25.0       10         705        885        90         51.48       
82    85.0       35.0       30         47         227        90         47.43       
83    75.0       55.0       20         305        485        90         35.36       
