================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC106
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 11
   Ready Time muộn nhất: 162
   Due Date sớm nhất: 71
   Due Date muộn nhất: 222
   Độ rộng TW trung bình: 60.00
   Độ rộng TW median: 60.00
   Độ rộng TW min: 60
   Độ rộng TW max: 60
   Tổng khoảng thời gian: 211

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     25.0       85.0       20         130        190        10         38.08       
3     22.0       75.0       30         35         95         10         30.81       
4     22.0       85.0       10         94         154        10         39.36       
5     20.0       80.0       40         126        186        10         36.06       
6     20.0       85.0       20         40         100        10         40.31       
7     18.0       75.0       20         80         140        10         33.30       
8     15.0       75.0       20         64         124        10         35.36       
9     15.0       80.0       10         76         136        10         39.05       
10    10.0       35.0       20         76         136        10         33.54       
11    10.0       40.0       30         104        164        10         31.62       
12    8.0        40.0       40         44         104        10         33.53       
13    8.0        45.0       20         49         109        10         32.39       
14    5.0        35.0       10         127        187        10         38.08       
15    5.0        45.0       10         35         95         10         35.36       
16    2.0        40.0       20         43         103        10         39.29       
17    0.0        40.0       20         57         117        10         41.23       
18    0.0        45.0       20         129        189        10         40.31       
19    44.0       5.0        20         72         132        10         45.18       
20    42.0       10.0       40         57         117        10         40.05       
21    42.0       15.0       10         107        167        10         35.06       
22    40.0       5.0        10         52         112        10         45.00       
23    40.0       15.0       40         77         137        10         35.00       
24    38.0       5.0        30         50         110        10         45.04       
25    38.0       15.0       10         133        193        10         35.06       
26    35.0       5.0        20         124        184        10         45.28       
27    95.0       30.0       30         100        160        10         58.52       
28    95.0       35.0       20         57         117        10         57.01       
29    92.0       30.0       10         55         115        10         55.71       
30    90.0       35.0       10         52         112        10         52.20       
31    88.0       30.0       10         59         119        10         52.00       
32    88.0       35.0       20         50         110        10         50.29       
33    87.0       30.0       10         116        176        10         51.08       
34    85.0       25.0       10         51         111        10         51.48       
35    85.0       35.0       30         96         156        10         47.43       
36    67.0       85.0       20         124        184        10         44.20       
37    65.0       85.0       40         43         103        10         43.01       
38    65.0       82.0       10         109        169        10         40.61       
39    62.0       80.0       30         60         120        10         37.20       
40    60.0       80.0       10         36         96         10         36.06       
41    60.0       85.0       30         70         130        10         40.31       
42    58.0       75.0       20         77         137        10         30.81       
43    55.0       80.0       10         33         93         10         33.54       
44    55.0       85.0       20         113        173        10         38.08       
45    55.0       82.0       10         49         109        10         35.34       
46    20.0       82.0       10         37         97         10         37.74       
47    18.0       80.0       10         98         158        10         37.20       
48    2.0        45.0       10         38         98         10         38.33       
49    42.0       5.0        10         124        184        10         45.04       
50    42.0       12.0       10         89         149        10         38.05       
51    72.0       35.0       30         101        161        10         35.34       
52    55.0       20.0       19         68         128        10         33.54       
53    25.0       30.0       3          37         97         10         25.00       
54    20.0       50.0       5          76         136        10         20.00       
55    55.0       60.0       16         124        184        10         18.03       
56    30.0       60.0       16         125        185        10         14.14       
57    50.0       35.0       19         115        175        10         18.03       
58    30.0       25.0       23         81         141        10         26.93       
59    15.0       10.0       20         122        182        10         47.17       
60    10.0       20.0       19         42         102        10         42.43       
61    15.0       60.0       17         140        200        10         26.93       
62    45.0       65.0       9          51         111        10         15.81       
63    65.0       35.0       3          37         97         10         29.15       
64    65.0       20.0       6          39         99         10         39.05       
65    45.0       30.0       17         38         98         10         20.62       
66    35.0       40.0       16         11         71         10         11.18       
67    41.0       37.0       16         118        178        10         13.04       
68    64.0       42.0       9          55         115        10         25.30       
69    40.0       60.0       21         129        189        10         10.00       
70    31.0       52.0       27         26         86         10         9.22        
71    35.0       69.0       23         150        210        10         19.65       
72    65.0       55.0       14         50         110        10         25.50       
73    63.0       65.0       8          27         87         10         27.46       
74    2.0        60.0       5          62         122        10         39.29       
75    20.0       20.0       8          126        186        10         36.06       
76    5.0        5.0        16         59         119        10         57.01       
77    60.0       12.0       31         60         120        10         42.94       
78    23.0       3.0        7          120        180        10         49.98       
79    8.0        56.0       27         75         135        10         32.56       
80    6.0        68.0       30         74         134        10         38.47       
81    47.0       47.0       13         162        222        10         7.62        
82    49.0       58.0       10         71         131        10         12.04       
83    27.0       43.0       9          27         87         10         14.76       
84    37.0       31.0       14         20         80         10         19.24       
85    57.0       29.0       18         81         141        10         27.02       
86    63.0       23.0       2          72         132        10         35.47       
87    21.0       24.0       28         72         132        10         32.20       
88    12.0       24.0       13         75         135        10         38.21       
89    24.0       58.0       19         52         112        10         17.89       
90    67.0       5.0        25         117        177        10         52.48       
91    37.0       47.0       6          71         131        10         4.24        
92    49.0       42.0       13         152        212        10         12.04       
93    53.0       43.0       14         14         74         10         14.76       
94    61.0       52.0       3          148        208        10         21.10       
95    57.0       48.0       23         80         140        10         17.12       
96    56.0       37.0       6          20         80         10         20.62       
97    55.0       54.0       26         117        177        10         15.52       
98    4.0        18.0       35         105        165        10         48.17       
99    26.0       52.0       9          31         91         10         14.14       
100   26.0       35.0       15         62         122        10         20.52       
101   31.0       67.0       3          150        210        10         19.24       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
