================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: R106
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (35.0, 35.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1458
   Nhu cầu trung bình: 14.58
   Nhu cầu median: 13.00
   Nhu cầu min: 1
   Nhu cầu max: 41
   Độ lệch chuẩn: 8.87

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 0
   Ready Time muộn nhất: 180
   Due Date sớm nhất: 48
   Due Date muộn nhất: 210
   Độ rộng TW trung bình: 72.39
   Độ rộng TW median: 30.00
   Độ rộng TW min: 30
   Độ rộng TW max: 208
   Tổng khoảng thời gian: 210

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 2.0 - 67.0
   Phạm vi tọa độ Y: 3.0 - 77.0
   Khoảng cách trung bình từ kho: 24.95
   Khoảng cách median từ kho: 24.88
   Khoảng cách min từ kho: 4.47
   Khoảng cách max từ kho: 49.93

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): -0.3196
   Tương quan (Khoảng cách - Nhu cầu): 0.0642
   Tương quan (Độ rộng TW - Nhu cầu): 0.1518
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     41.0       49.0       10         0          204        10         15.23       
3     35.0       17.0       7          0          202        10         18.00       
4     55.0       45.0       13         0          197        10         22.36       
5     55.0       20.0       19         139        169        10         25.00       
6     15.0       30.0       26         0          199        10         20.62       
7     25.0       30.0       3          89         119        10         11.18       
8     20.0       50.0       5          0          198        10         21.21       
9     10.0       43.0       9          85         115        10         26.25       
10    55.0       60.0       16         87         117        10         32.02       
11    30.0       60.0       16         114        144        10         25.50       
12    20.0       65.0       12         57         87         10         33.54       
13    50.0       35.0       19         0          205        10         15.00       
14    30.0       25.0       23         149        179        10         11.18       
15    15.0       10.0       20         32         62         10         32.02       
16    30.0       5.0        8          51         81         10         30.41       
17    10.0       20.0       19         65         95         10         29.15       
18    5.0        30.0       2          147        177        10         30.41       
19    20.0       40.0       12         77         107        10         15.81       
20    15.0       60.0       17         66         96         10         32.02       
21    45.0       65.0       9          116        146        10         31.62       
22    45.0       20.0       11         0          201        10         18.03       
23    45.0       10.0       18         87         117        10         26.93       
24    55.0       5.0        29         58         88         10         36.06       
25    65.0       35.0       3          143        173        10         30.00       
26    65.0       20.0       6          156        186        10         33.54       
27    45.0       30.0       17         0          208        10         11.18       
28    35.0       40.0       16         27         57         10         5.00        
29    41.0       37.0       16         29         59         10         6.32        
30    64.0       42.0       9          53         83         10         29.83       
31    40.0       60.0       21         61         91         10         25.50       
32    31.0       52.0       27         0          202        10         17.46       
33    35.0       69.0       23         131        161        10         34.00       
34    53.0       52.0       11         27         57         10         24.76       
35    65.0       55.0       14         0          183        10         36.06       
36    63.0       65.0       8          133        163        10         41.04       
37    2.0        60.0       5          41         71         10         41.40       
38    20.0       20.0       8          0          198        10         21.21       
39    5.0        5.0        16         73         103        10         42.43       
40    60.0       12.0       31         34         64         10         33.97       
41    40.0       25.0       9          75         105        10         11.18       
42    42.0       7.0        5          87         117        10         28.86       
