================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C201
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 3119
   Due Date sớm nhất: 168
   Due Date muộn nhất: 3279
   Độ rộng TW trung bình: 160.00
   Độ rộng TW median: 160.00
   Độ rộng TW min: 160
   Độ rộng TW max: 160
   Tổng khoảng thời gian: 3271

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     52.0       75.0       10         311        471        90         27.73       
3     45.0       70.0       30         213        373        90         20.62       
4     62.0       69.0       10         1167       1327       90         29.07       
5     60.0       66.0       10         1261       1421       90         25.61       
6     42.0       65.0       10         25         185        90         15.13       
7     16.0       42.0       20         497        657        90         25.30       
8     58.0       70.0       20         1073       1233       90         26.91       
9     34.0       60.0       20         2887       3047       90         11.66       
10    28.0       70.0       10         2601       2761       90         23.32       
11    35.0       66.0       10         2791       2951       90         16.76       
12    35.0       69.0       10         2698       2858       90         19.65       
13    25.0       85.0       20         2119       2279       90         38.08       
14    22.0       75.0       30         2405       2565       90         30.81       
15    22.0       85.0       10         2026       2186       90         39.36       
16    20.0       80.0       40         2216       2376       90         36.06       
17    20.0       85.0       40         1934       2094       90         40.31       
18    18.0       75.0       20         2311       2471       90         33.30       
19    15.0       75.0       20         1742       1902       90         35.36       
20    15.0       80.0       10         1837       1997       90         39.05       
21    30.0       50.0       10         10         170        90         10.00       
22    30.0       56.0       20         2983       3143       90         11.66       
23    28.0       52.0       20         22         182        90         12.17       
24    14.0       66.0       10         1643       1803       90         30.53       
25    25.0       50.0       10         116        276        90         15.00       
26    22.0       66.0       40         2504       2664       90         24.08       
27    8.0        62.0       10         1545       1705       90         34.18       
28    23.0       52.0       10         209        369        90         17.12       
29    4.0        55.0       20         1447       1607       90         36.35       
30    20.0       50.0       10         398        558        90         20.00       
31    20.0       55.0       10         303        463        90         20.62       
32    10.0       35.0       20         781        941        90         33.54       
33    10.0       40.0       30         593        753        90         31.62       
34    8.0        40.0       40         685        845        90         33.53       
35    8.0        45.0       20         1346       1506       90         32.39       
36    5.0        35.0       10         876        1036       90         38.08       
37    5.0        45.0       10         1253       1413       90         35.36       
38    2.0        40.0       20         971        1131       90         39.29       
39    0.0        40.0       30         1063       1223       90         41.23       
40    0.0        45.0       20         1158       1318       90         40.31       
