================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: R109
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (35.0, 35.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1458
   Nhu cầu trung bình: 14.58
   Nhu cầu median: 13.00
   Nhu cầu min: 1
   Nhu cầu max: 41
   Độ lệch chuẩn: 8.87

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 147
   Due Date sớm nhất: 75
   Due Date muộn nhất: 211
   Độ rộng TW trung bình: 58.89
   Độ rộng TW median: 59.00
   Độ rộng TW min: 37
   Độ rộng TW max: 83
   Tổng khoảng thời gian: 203

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 2.0 - 67.0
   Phạm vi tọa độ Y: 3.0 - 77.0
   Khoảng cách trung bình từ kho: 24.95
   Khoảng cách median từ kho: 24.88
   Khoảng cách min từ kho: 4.47
   Khoảng cách max từ kho: 49.93

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): -0.0035
   Tương quan (Khoảng cách - Nhu cầu): 0.0642
   Tương quan (Độ rộng TW - Nhu cầu): -0.0382
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
--------------------------------------------------------------------------------
2     41.0       49.0       10         133        198        10         15.23       
3     35.0       17.0       7          22         87         10         18.00       
4     55.0       45.0       13         98         143        10         22.36       
5     55.0       20.0       19         123        184        10         25.00       
6     15.0       30.0       26         20         93         10         20.62       
7     25.0       30.0       3          76         131        10         11.18       
8     20.0       50.0       5          61         110        10         21.21       
9     10.0       43.0       9          75         124        10         26.25       
10    55.0       60.0       16         74         129        10         32.02       
11    30.0       60.0       16         107        150        10         25.50       
12    20.0       65.0       12         42         101        10         33.54       
13    50.0       35.0       19         38         97         10         15.00       
14    30.0       25.0       23         131        196        10         11.18       
15    15.0       10.0       20         32         114        10         32.02       
16    30.0       5.0        8          35         96         10         30.41       
17    10.0       20.0       19         52         107        10         29.15       
18    5.0        30.0       2          124        189        10         30.41       
19    20.0       40.0       12         69         114        10         15.81       
20    15.0       60.0       17         52         109        10         32.02       
21    45.0       65.0       9          105        156        10         31.62       
22    45.0       20.0       11         37         96         10         18.03       
23    45.0       10.0       18         76         127        10         26.93       
24    55.0       5.0        29         43         102        10         36.06       
25    65.0       35.0       3          124        190        10         30.00       
26    65.0       20.0       6          121        186        10         33.54       
27    45.0       30.0       17         112        161        10         11.18       
28    35.0       40.0       16         8          75         10         5.00        
29    41.0       37.0       16         11         76         10         6.32        
30    64.0       42.0       9          37         98         10         29.83       
31    40.0       60.0       21         49         102        10         25.50       
32    31.0       52.0       27         24         85         10         17.46       
33    35.0       69.0       23         116        175        10         34.00       
34    53.0       52.0       11         24         92         10         24.76       
35    65.0       55.0       14         96         147        10         36.06       
36    63.0       65.0       8          116        178        10         41.04       
37    2.0        60.0       5          41         112        10         41.40       
38    20.0       20.0       8          113        164        10         21.21       
39    5.0        5.0        16         60         115        10         42.43       
40    60.0       12.0       31         33         110        10         33.97       
41    40.0       25.0       9          65         114        10         11.18       
42    42.0       7.0        5          72         131        10         28.86       
43    24.0       12.0       5          25         91         10         25.50       
44    23.0       3.0        7          111        162        10         34.18       
45    11.0       14.0       18         45         102        10         31.89       
46    6.0        38.0       16         29         99         10         29.15       
47    2.0        48.0       1          92         151        10         35.47       
48    8.0        56.0       27         34         105        10         34.21       
49    13.0       52.0       36         128        192        10         27.80       
50    6.0        68.0       30         93         132        10         43.93       
51    47.0       47.0       13         102        155        10         16.97       
52    49.0       58.0       10         64         121        10         26.93       
53    27.0       43.0       9          26         87         10         11.31       
54    37.0       31.0       14         75         124        10         4.47        
55    57.0       29.0       18         118        171        10         22.80       
56    63.0       23.0       2          111        170        10         30.46       
57    53.0       12.0       6          106        163        10         29.21       
58    32.0       12.0       7          77         134        10         23.19       
59    36.0       26.0       18         147        210        10         9.06        
60    21.0       24.0       28         17         100        10         17.80       
61    17.0       34.0       3          134        199        10         18.03       
62    12.0       24.0       13         55         106        10         25.50       
63    24.0       58.0       19         30         95         10         25.50       
64    27.0       69.0       10         34         103        10         34.93       
65    15.0       77.0       9          48         107        10         46.52       
66    62.0       77.0       20         49         113        10         49.93       
67    49.0       73.0       25         104        159        10         40.50       
68    67.0       5.0        25         59         116        10         43.86       
69    56.0       39.0       36         117        176        10         21.38       
70    37.0       47.0       6          23         86         10         12.17       
71    37.0       56.0       5          123        198        10         21.10       
72    57.0       68.0       15         54         109        10         39.66       
73    47.0       16.0       25         22         96         10         22.47       
74    44.0       17.0       9          56         109        10         20.12       
75    46.0       13.0       8          123        184        10         24.60       
76    49.0       11.0       18         45         102        10         27.78       
77    49.0       42.0       13         52         103        10         15.65       
78    53.0       43.0       14         136        200        10         19.70       
79    61.0       52.0       3          71         130        10         31.06       
80    57.0       48.0       23         72         121        10         25.55       
81    56.0       37.0       6          135        198        10         21.10       
82    55.0       54.0       26         78         119        10         27.59       
83    15.0       47.0       16         29         90         10         23.32       
84    14.0       37.0       11         21         89         10         21.10       
85    11.0       31.0       7          81         130        10         24.33       
86    16.0       22.0       41         70         121        10         23.02       
87    4.0        18.0       35         74         123        10         35.36       
88    28.0       18.0       26         79         116        10         18.38       
89    26.0       52.0       9          50         107        10         19.24       
90    26.0       35.0       15         139        211        10         9.00        
91    31.0       67.0       3          73         126        10         32.25       
92    15.0       19.0       1          132        194        10         25.61       
93    22.0       22.0       2          18         88         10         18.38       
94    18.0       24.0       22         129        199        10         20.25       
95    26.0       27.0       27         81         128        10         12.04       
96    25.0       24.0       20         14         78         10         14.87       
97    22.0       27.0       11         114        165        10         15.26       
98    25.0       21.0       12         115        160        10         17.20       
99    19.0       21.0       10         32         93         10         21.26       
100   20.0       26.0       9          60         115        10         17.49       
101   18.0       18.0       17         123        195        10         24.04       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
